"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"7923","TRANZBO12903CE2E9F","Maysa","Escuta_ Noel",-10.484,82.72,5,5,0,176.37832,0.265861049,2003,1995
"7926","TRANZFP128E07995A9","Phil Collins","That's What You Said  (LP Version)",-6.68,129.729,4,8,1,260.96281,0.518310319,1996,1995
"7929","TRANZIC128F931CE6D","Cabin Crew","Can't Stop (Mind electric Remix)",-4.434,85.348,5,10,0,194.97751,0.576399981,2009,2005
"7930","TRANZIL128F42A2670","Dolly Parton","Light Of A Clear Blue Morning",-8.782,137.865,1,7,1,294.24281,NA,1977,1975
"7932","TRANZKG128F429068A","Albert King","Watermelon Man",-15.879,152.2,3,1,1,244.27057,NA,1968,1965
"7933","TRANZLM128F92F741E","Rihanna","SOS",-3.925,139.304,4,6,0,244.50567,NA,2006,2005
"7934","TRANZOR128F9307EFD","Fenton Robinson","Somebody Loan Me A Dime",-12.346,114.255,3,10,1,263.73179,0.642091038,1990,1985
"7936","TRANZPN128F934935A","Luiz Bonfa","ManhÃ£ de Carnaval",-24.341,104.475,4,9,0,147.87873,NA,1989,1985
"7939","TRANZTY128F424D794","April Wine","Caught In The Crossfire",-12.551,138.572,1,4,1,214.43873,0.513189736,1981,1975
"7940","TRANZYG12903CFB180","Alexandre Desplat","High-Speed French Train",-20.551,120.08,4,10,1,86.22975,NA,2009,2005
"7941","TRANZYU128F4229CDB","Novaspace","Summer Of Love",-5.861,131.985,4,0,1,356.23138,0.437036204,2004,1995
"8257","TRAOAAX128F93170DE","Esser","Headlock",-4.622,121.988,3,10,0,191.55546,NA,2008,2005
"8258","TRAOAFJ12903CF9652","Black Debbath","Where To Piss And Shit In Oslo",-5.808,132.642,4,5,1,278.46485,NA,2009,2005
"8259","TRAOAFS12903CF2B40","Helen Love","Shifty Disco Girl",-7.531,95.575,4,8,1,185.36444,0.407901717,2000,1995
"8262","TRAOASQ128F429822C","Suzi Quatro","Kids Of Tragedy",-11.38,124.519,4,4,1,207.882,0.375984302,2004,1995
"8263","TRAOATJ128F147FC9B","Phil Collins","I Cannot Believe It's True",-11.763,121.044,4,5,0,316.39465,0.551921515,1982,1975
"8266","TRAOAXK128F4268FE6","Eddie Cantor","When My Ship Comes In",-14.618,77.963,5,5,1,196.88444,NA,1994,1985
"8267","TRAOAYQ128F428A098","K.T. Oslin","Come Next Monday",-8.705,163.969,4,4,0,229.45914,NA,1993,1985
"8270","TRAOBBJ128F429D31D","Falco","Brillantin' Brutal'",-13.844,123.028,4,5,1,228.12689,NA,1984,1975
"8273","TRAOBDT128F42B62F8","Buddy Miles","Midnight Rider",-9.978,94.57,5,7,1,218.3571,0.270775999,1997,1995
"8276","TRAOBKM128F92F894E","Chalk Farm","Lillie Anne",-7.795,191.033,4,2,1,294.08608,NA,1996,1995
"8277","TRAOBNW128F92FCCC0","This Or The Apocalypse","Two Wars",-4.256,163.935,3,9,0,293.66812,0.543788273,2008,2005
"8278","TRAOBOQ12903CC1289","Rocket From The Tombs","Frustration",-7.359,164.23,1,9,0,138.44853,NA,2002,1995
"8280","TRAOBQO12903CCEF53","Djelimady Tounkara","Sigui",-11.576,125.693,1,0,1,303.90812,0,2001,1995
"8283","TRAOBUI128E078E073","Kraftwerk","Autobahn (Live)",-9.827,166.015,4,2,1,531.61751,NA,2008,2005
"8287","TRAOCBU128F92D39F5","Eddie Calvert","O Mein Papa",-11.977,107.302,4,5,1,163.52608,0.215080319,2001,1995
"8288","TRAOCIR128F9304F92","The Frequency","Stop It",-9.334,118.008,4,7,1,195.21261,NA,2004,1995
"8290","TRAOCOE128F4276D18","The Clash","Life Is Wild",-5.612,150.871,4,2,1,159.65995,NA,1985,1985
"8292","TRAOCSE128F4282321","No Address","Pretty Girl (Amended Version)",-8.1,87.106,4,5,1,286.4322,0.511424326,2005,2005
"8297","TRAODAO12903CB24B8","Bottom Of The Hudson","One of Us",-7.474,106.14,1,3,1,193.35791,0.215080319,2005,2005
"8299","TRAODEJ12903CC4C53","The Roches","It's Bad For Me (Album Version)",-20.394,34.335,4,0,1,165.98159,0,1980,1975
"8300","TRAODGF128F92F3FF9","Britney Spears","Break The Ice",-5.432,130.012,4,0,1,530.12853,NA,2007,2005
"8301","TRAODLP128F93072E7","Rhian Sheehan","Untitled",-18.406,83.412,1,0,1,38.922,0,2004,1995
"8303","TRAODNM128F147CBFC","Rishi Rich","Sorry Feat. Rafaqat Ali Khan",-7.676,71.14,3,6,0,235.25832,NA,2006,2005
"8304","TRAODQE128EF34F51B","JennyAnyKind","I'm On The Run",-10.854,150.243,4,10,0,326.79138,0,2003,1995
"8306","TRAOEAQ12903CC26BD","This Is Hell","RECKLESS",-5.261,150.006,4,8,1,119.7971,0.733956331,2008,2005
"8307","TRAOECP128F9302A6C","Test Icicles","What's Your Damage?",-2.756,174.942,4,7,1,216.45016,NA,2005,2005
"8309","TRAOEFE128F425C67A","Michael Gettel","Through Bucky's Eyes",-22.42,103.3,4,3,1,232.77669,NA,1992,1985
"8310","TRAOEFX128F4241203","Non Phixion","Sleepwalkers",-5.724,96.093,4,10,0,222.56281,0.522131585,1999,1995
"8318","TRAOFJS12903CF3F3D","Georges Brassens","Comme hier",-13.624,75.064,4,9,1,100.8322,NA,1953,1965
"8319","TRAOFJZ128F92F8F65","Tinariwen","Tenhert",-7.155,93.325,3,8,1,328.85506,NA,2009,2005
"8321","TRAOGAZ128F42B7FFC","The Killers","When You Were Young",-7.477,130.065,4,11,1,269.76608,NA,2006,2005
"8322","TRAOGHG12903CA3B89","Usher","Moving Mountains",-5.692,126.955,5,11,1,309.83791,NA,2008,2005
"8324","TRAOGMD128F9314BCD","The Wes Montgomery Trio","Satin Doll",-19.802,137.11,4,0,1,246.80444,0,1987,1985
"8329","TRAOHGX12903CE5F83","Blind Willie Johnson","Church_ I'm Fully Saved Today",-15.89,97.761,4,10,1,187.14077,NA,1991,1985
"8331","TRAOHJU128E0780CD2","Coldplay","A Rush Of Blood To The Head (Live In Sydney)",-8.229,138.038,4,5,1,410.8273,0.564934173,2003,1995
"8333","TRAOHNR128F428CD58","OutKast featuring George Clinton","Synthesizer",-6.791,94.904,4,7,1,311.30077,0.627494854,1998,1995
"8335","TRAOHPG12903CE4155","Black Flag","Room 13",-4.606,190.6,4,9,1,79.51628,NA,1981,1975
"8340","TRAOHYY128F932B1C9","Grant Geissman","Silent Movies (Album Version)",-13.752,100.329,3,0,1,349.23057,NA,1993,1985
"8346","TRAOINP128F92F0217","Beherit","Lord of Shadows and Golden Wood",-18.65,130.955,4,11,1,202.91873,0.541551998,1993,1985
"8347","TRAOIRH128F427C366","Keb' Mo'","Dangerous Mood",-9.032,106.802,3,0,1,297.66485,0.669413098,1996,1995
"8351","TRAOJEW128F4294CBD","K'Naan","Is It A Myth?",-14.254,100.567,3,3,1,213.13261,0.48306456,2007,2005
"8352","TRAOJFT128F92CF5B5","Luiz Bonfa","Samba De Duas Notas",-14.05,124.842,1,4,0,192.78322,NA,2005,2005
"8356","TRAOJMY128E07836D9","Helmet","Everybody Loves You",-3.568,112.77,4,0,1,206.94159,0.544514002,2004,1995
"8359","TRAOJXQ128F1465473","Miranda Lee Richards","The Long Goodbye",-8.141,116.123,4,0,1,243.722,0.304169503,2001,1995
"8360","TRAOJYI128F42AD95E","Miossec","Que Devient Ton Poing Quand Tu Tends Les Doigts",-8.503,103.005,4,9,1,159.60771,NA,1995,1995
"8361","TRAOJZC128F14932D5","The Cure","Lost",-11.199,85.006,1,2,1,232.48934,NA,2004,1995
"8364","TRAOKSC128F4264989","K's Choice","A Sound That Only You Can Hear",-6.575,87.495,4,2,1,252.83873,0.667506139,1995,1995
"8366","TRAOKUH128F4226A6C","Junior Jack","Thrill Me (Atfc's Jackhammer Re-Rub)",-11.985,0,3,7,1,482.55955,NA,2002,1995
"8368","TRAOKVY128F426C3D6","Paul Cantelon","The Other Boleyn Girl - Opening Titles",-20.178,130.183,3,0,0,146.442,NA,2008,2005
"8369","TRAOKXG128F4232497","Blue Rodeo","Up On That Cloud",-5.972,189.068,4,2,1,213.34159,0.473346541,2005,2005
"8370","TRAOKYH128F14852C0","Bobby Hutcherson","Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster)",-12.939,86.446,5,7,0,349.72689,0.265861049,1967,1965
"8373","TRAOLIX128E0793AFA","The Police","Man In A Suitcase",-11.636,159.106,4,10,0,137.45587,NA,1980,1975
"8374","TRAOLOX128F422F02B","George Harrison","Baltimore Oriole (2004 Digital Remaster)",-6.692,71.756,4,7,0,238.602,NA,1981,1975
"8375","TRAOLUA128F422BB1D","Connie Francis","Baby's First Christmas",-9.378,137.99,1,6,1,147.17342,0.377531645,1959,1965
"8379","TRAOMDT12903CF73C3","Adrienne Pierce","Laundry & Dishes",-8.425,151.945,3,6,0,269.63546,0.427446571,2008,2005
"8380","TRAOMIC128F92F2B0B","Mongo Santamaria","Los Conguitos",-23.581,120.446,4,8,0,130.01098,0,1959,1965
"8381","TRAOMKV128F428CD51","OutKast","Return Of The ""G",-6.407,156.688,4,2,1,289.25342,NA,1998,1995
"8382","TRAOMMU128F933878B","Guitar Slim","The Things That I Used To Do",-13.164,96.731,3,5,1,183.06567,NA,1953,1965
"8384","TRAOMQN128F9328043","MIMS","Life Of A Star",-4.213,127.779,5,4,1,230.53016,0.407233015,2009,2005
"8389","TRAONBN128F145F0C0","The Edgar Broughton Band","Aphrodite (1999 Digital Remaster)",-12.135,100.799,4,0,1,245.44608,0,1970,1965
"8390","TRAONEQ128F42A8AB7","TEN MADISON","Leaving Melbourne",-7.827,133.326,5,4,0,283.76771,0.407233015,2006,2005
"8393","TRAONNA128F4268CCA","Mobb Deep","Where Ya Heart At",-7.101,93.976,4,5,1,264.64608,0.609399102,1999,1995
"8395","TRAONPF128F42480A7","Phil Vassar","This Is My Life",-4.35,94.007,4,11,0,217.28608,0.595754054,2008,2005
"8396","TRAONYI128F9324BA3","Patricia Kaas","Elle Voulait Jouer Cabaret",-8.016,130.272,5,5,1,247.11791,NA,1988,1985
"8397","TRAOOCO128F9313739","Kyle Eastwood","Samba de Paris",-12.712,115.212,4,10,1,441.7824,0.445454525,2009,2005
"8398","TRAOOGD128F92E4768","Alice In Chains","God Smack",-4.438,124.144,4,8,1,230.60853,0.81839438,1992,1985
"8399","TRAOOGL128F93303AA","The Cat's Miaow","Portland_ Oregon",-13.386,146.909,4,4,1,125.25669,NA,1997,1995
"8401","TRAOOHM128F1453E33","Juelz Santana","Lil' Boy Fresh",-4.148,99.742,5,11,0,233.92608,0.733916707,2005,2005
"8402","TRAOOIA128F428BF64","Busdriver","Sun Shower (Single Version)",-7.331,130.129,4,11,1,223.68608,NA,2007,2005
"8403","TRAOOJG12903CB752A","Gerald Clayton","All Of You",-16.849,94.978,3,10,0,329.37751,0.358976526,2009,2005
"8410","TRAOOSW12903CBF122","Grandpa Jones","Don't Look Back",-11.901,129.391,4,4,1,139.78077,NA,1995,1995
"8413","TRAOPAR128F92EFD17","Don Gibson","Who Cares",-13.524,104.943,4,11,1,142.94159,NA,1987,1985
"8417","TRAOPGC12903CF53F8","Bruford","Forever Until Sunday",-14.857,78.136,3,6,0,351.42485,NA,1979,1975
"8421","TRAOPRI12903C9FC25","Bruce Springsteen","Rosalita (Come Out Tonight)",-5.67,167.559,1,5,1,591.62077,NA,1973,1965
"8422","TRAOPRY12903CDD3E0","The Berzerker","Humanity",-6.952,86.5,4,11,0,105.45587,0.502449624,2000,1995
"8423","TRAOPTT128F145837E","Danny Wilson","Spencer-Tracey",-14.655,158.208,4,9,0,92.42077,0,1987,1985
"8424","TRAOPVD128F425A989","The Dreamtree Project","Bliss",-16.183,134.291,4,0,1,798.1971,0.327753595,2007,2005
"8425","TRAOPXD128F9326B04","Snowgoons","Planetary Takeover",-4.615,94.281,4,1,1,239.64689,NA,2009,2005
"8427","TRAOQAT128EF366258","XLNC","Pichleh Janam Dee",-12.373,160.08,4,1,0,386.55955,NA,1998,1995
"8431","TRAOQRI128F424399C","Luke Vibert","Gwithian",-15.199,101.905,4,7,0,418.79465,0.531580241,2005,2005
"8433","TRAOQUG128F4251672","Blind Willie McTell","Boll Weevil",-15.872,130.36,4,0,1,116.34893,NA,2001,1995
"8435","TRAORBB12903CF8A0D","Claw Hammer","Succotash",-9.467,149.167,4,11,0,291.7873,0.270775999,1998,1995
"8436","TRAORCM12903CDEC46","Pierre Perret","Les Trois OrfÃ¨vres",-8.118,177.809,4,9,1,132.07465,NA,2007,2005
"8437","TRAOREE128F934DB89","Kool Keith","Don't Crush It",-6.062,90.902,4,6,0,258.19383,0.513219142,1997,1995
"8442","TRAORSC128F4235056","MxPx","Time Will Tell",-4.404,134.492,1,9,1,88.73751,0.454192988,2001,1995
"8445","TRAOSDM128F93085C0","Styles P","Intro",-11.895,93.412,3,6,0,85.02812,0.535953802,2002,1995
"8447","TRAOSFC128F42618F6","Harry Connick_ Jr.","Here Comes The Big Parade",-6.131,138.408,1,0,1,251.76771,0.502211221,1994,1985
"8451","TRAOSRJ12903CF859F","Sex Machine ft. ShÃ¨na","Friday Night",-4.956,127.996,4,10,0,418.87302,NA,2006,2005
"8453","TRAOSUD128EF3686A5","fIREHOSE","Rhymin' Spielin'",-15.855,108.489,4,9,1,122.64444,0.38314502,1988,1985
"8456","TRAOTMV128F934F29D","Jim Chappell","In The Hills",-14.893,126.052,1,0,1,227.36934,0,1994,1985
"8457","TRAOTSC128F9338E14","Goldfish","Watch Out for The Birdsongs",-5.529,139.987,4,9,0,159.45098,0.212045405,2007,2005
"8459","TRAOTVH12903CA2DE6","Busdriver featuring Abstract Rude & Ellay Khule","Map Your Psyche",-12.09,114.895,4,3,1,255.63383,0.53238942,2005,2005
"8460","TRAOTVL12903CABE54","4Him","You Are Holy",-9.908,139.919,4,0,1,296.98567,0.405115722,1995,1995
"8463","TRAOUEB128F423D59E","Charlie Byrd","It Don't Mean A Thing (If It Ain't Got That Swing)",-14.048,109.542,1,0,1,229.32853,NA,1991,1985
"8465","TRAOUOI128F4290E44","Jim Reeves","Rosa Rio",-11.727,158.763,3,11,1,175.01995,0.304169503,2000,1995
"8466","TRAOURR128F931A9EA","Devo","The 4th Dimension (LP Version)",-10.499,144.801,4,2,1,264.33261,NA,1984,1975
"8467","TRAOUTM128F4267580","Janet Jackson","Greatest X",-7.006,114.024,4,1,1,263.02649,NA,2008,2005
"8471","TRAOVDL128F931FB30","Jackie Wilson","If I Can't Have You",-10.283,161.728,4,10,1,101.77261,NA,1958,1965
"8475","TRAOVNA128F14928A1","Young-Holt Unlimited","The Devil Made Me Do Dat (LP Version)",-11.987,166.796,7,2,1,176.63955,NA,1970,1965
"8476","TRAOVRK128F4289B3A","The Tokens","La Bamba",-10.319,83.809,4,0,1,154.06975,NA,1994,1985
"8478","TRAOVVK128F932E4EF","Devanic","I Am",-7.071,87.044,4,4,1,336.06485,NA,2006,2005
"8479","TRAOWBP128F4257C64","Jack Johnson","Monsoon",-6.892,142.449,4,11,0,264.82893,0.73761557,2008,2005
"8480","TRAOWFX128F4261A00","Harry Connick_ Jr","Joe Avery's Piece",-10.7,181.469,4,0,1,192.07791,0,1979,1975
"8482","TRAOWIU128F423195C","Astarte","Thorns of Charon (Pt. 2) - Emerge from Hades",-4.012,156.15,4,9,0,419.97016,0.345802234,1998,1995
"8486","TRAOWTP128F930D700","The Scare","I Saw Destruction",-4.745,110.161,4,7,1,209.71057,NA,2009,2005
"8488","TRAOWVD128F930C0D1","Charlie Byrd","How Insensitive",-22.937,121.887,4,2,0,361.56036,NA,2004,1995
"8491","TRAOWXO128E0783F68","Wet Wet Wet","Hear Me Now",-7.811,95.465,4,2,1,242.65098,0.561428518,2004,1995
"8493","TRAOWYT128F930D2DB","Vince Guaraldi Trio","Yesterdays",-25.924,92.4,3,2,0,242.9122,0.265861049,1964,1965
"8494","TRAOXCO128F147830B","Shifty","EZ Cuz You're Beautiful (Album Version)",-5.295,163.884,4,3,1,192.91383,0.594483379,2004,1995
"8496","TRAOXGY12903CD926C","Martin Denny","Manila",-17.306,125.052,1,3,1,144.71791,NA,1996,1995
"8499","TRAOXRL128F92F1A49","Chelsea","Decide",-9.869,86.727,4,11,0,301.71383,NA,1979,1975
"8500","TRAOXSN128F4282FB5","Alex Ubago","Temblando",-8.205,96.7,7,9,1,201.09016,0.408110884,2003,1995
"8502","TRAOXXM128F932FC70","Alicia Keys","Heartburn",-9.74,105.775,4,1,1,183.43138,0.684472942,2003,1995
"8503","TRAOXXQ12903CB5BB0","The Plimsouls","I Want You Back",-7.842,123.452,4,4,1,147.9571,0.508067506,1981,1975
"8504","TRAOXXW128F92E8C86","Lily Allen","LDN (Warbox Original Cut Dub)",-7.794,99.982,4,5,1,234.1873,NA,2009,2005
"8505","TRAOYCS12903CAFCCB","Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx","Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)",-13.135,125.827,7,9,1,318.79791,0.253834736,2009,2005
"8506","TRAOYFS128F423E593","My Chemical Romance","Interlude (Album Version)",-22.42,132.474,3,6,0,57.18159,0.833658152,2004,1995
"8507","TRAOYHS128F427EF8B","Daniel Johnston","Desperate Man Blues",-24.308,92.938,1,9,1,219.76771,0.685274902,1983,1975
"8508","TRAOYPB128F425AF1C","Eyes Cream","Open Up Your Mind (Guido Osorio Club Mix)",-7.052,129.994,4,0,0,492.30322,0,2002,1995
"8509","TRAOYQV12903CF8089","Hot Chip","Ready For The Floor (Radio Edit)",-5.087,128.988,4,11,1,202.10893,NA,2008,2005
"8511","TRAOYZH12903CBE1FF","ZombieSuckers","The Nightmare Begins",-22.904,42.58,4,1,1,62.95465,NA,2010,2005
"8513","TRAOZEJ128F428CCEA","OutKast","Wailin'",-10.817,95.381,4,1,1,118.9873,0.769733162,1996,1995
"8514","TRAOZNT128F147089A","LL Cool J / Freeway","What You Want",-4.628,50.51,1,1,1,264.48934,0.413739836,2006,2005
"8516","TRAOZPS128F93369C3","Casual","PrecÃ_s",-5.846,156.007,4,11,1,213.55057,NA,2008,2005
"8517","TRAOZSG128EF3428D8","Irwin Goodman","Terve menoo jÃ_tkÃ_nretale",-5.901,108.199,4,9,1,200.9073,NA,1977,1975
"8784","TRAPADM128F92CD44E","Casiotone For The Painfully Alone","Bad People",-10.039,100.919,4,1,1,26.80118,NA,2008,2005
"8790","TRAPARR12903CE2125","Albert Ayler","Music Is The Healing Force Of The Universe",-9.8,71.642,5,11,0,632.34567,NA,1969,1965
"8791","TRAPASL128F422BC00","Monty Are I","In This Legacy",-4.654,189.917,4,8,0,245.10649,0.662493161,2006,2005
"8793","TRAPAZE128F4233355","Anti-Flag","Death Of A Nation",-3.116,189.134,4,1,1,115.53914,0.630325327,2003,1995
"8795","TRAPBHY128F148946F","Cassie","Long Way 2 Go (Album Version)",-8.081,52.711,4,8,1,222.74567,NA,2006,2005
"8797","TRAPBNC128F4250CD2","Commander Cody And His Lost Planet Airmen","Riot In Cell Block #9",-13.839,170.916,1,4,0,195.65669,0,1974,1965
"8798","TRAPBNR128F42869AA","Bobby Darin","Bullmoose (LP Version)",-8.774,181.368,4,0,1,147.93098,NA,2008,2005
"8802","TRAPBPP128F92F07BF","Hank Locklin","Send Me The Pillow You Dream On",-10.067,122.798,4,0,0,143.35955,0.690290538,1960,1965
"8803","TRAPBSY128F4282B60","Johnny Osbourne","We Need Love",-11.902,105.261,4,9,0,216.65914,NA,1979,1975
"8805","TRAPCDF128F425C03E","Asleep At The Wheel","I Hate Christmas",-7.828,78.087,1,9,1,180.50567,NA,2007,2005
"8806","TRAPCDS128F147E530","The Birds","No Good Without You",-9.936,139.811,4,5,0,162.66404,NA,2001,1995
"8808","TRAPCHT128F4239830","Trivium","The Deceived",-3.134,105.54,4,6,0,360.75057,NA,2004,1995
"8810","TRAPCIQ128F4241A74","The Cardigans","Rise & Shine",-4.659,161.994,4,4,1,211.35628,0.654651728,1994,1985
"8814","TRAPCNK128F427D7B5","M83","You Appearing",-11.451,96.047,7,7,1,219.24526,0.852088918,2008,2005
"8815","TRAPCNM128F425B6D5","Polkaholix","Machopolka",-6.196,144.001,4,9,0,190.56281,NA,2007,2005
"8817","TRAPCRL128F1458F41","Penguin CafÃ© Orchestra","Horns Of The Bull",-19.453,191.61,1,2,1,275.12118,0.512253654,1987,1985
"8818","TRAPCRV128F931425C","Marvin Hamlisch","Ride To Atlantis",-16.43,92.87,4,6,1,209.34485,0.582756026,1977,1975
"8819","TRAPCVT128F428A9D0","Bad Religion","The Lie",-3.677,140.202,4,9,0,138.84036,0.674142968,2002,1995
"8820","TRAPDCB128F42824A6","Jessica Simpson","Take My Breath Away",-6.224,99.909,4,7,1,196.12689,0,2004,1995
"8821","TRAPDHL128F145401B","Jim Breuer","Party In The Stomach (LP Version)",-9.639,83.61,5,0,0,478.92853,0.48456253,2002,1995
"8823","TRAPDIO128F933C680","Pursuit Of Happiness","She's So Young",-10.81,133.319,4,7,1,216.39791,0.565451012,1988,1985
"8824","TRAPDNS128F425F97E","Jacques Dutronc","L'Homme De Paille",-10.592,130.196,1,7,1,142.91546,0.38293509,1989,1985
"8826","TRAPDQG128F93018C0","Becoming The Archetype","End Of The Age",-4.757,85.061,4,2,0,389.95546,0.696230193,2008,2005
"8827","TRAPDUL12903CC4287","Storyville","Talk To Me",-10.088,91.976,4,2,1,343.58812,NA,1998,1995
"8830","TRAPDZT128F42A8498","Jeckyll & Hyde","Time Flies",-5.521,140.032,4,7,1,220.55138,NA,2007,2005
"8833","TRAPEHR128E0786D5A","Zeromancer","Send Me An Angel",-5.832,130,4,10,0,236.53832,0.864141654,2001,1995
"8834","TRAPEIN128E078892E","The Smashing Pumpkins","Rotten Apples",-16.358,88.794,4,6,1,184.39791,0.584437156,1995,1995
"8835","TRAPEPB128E07861CC","Redman","Muh- F***a",-3.58,92.8,4,11,0,199.81016,0.358976526,2001,1995
"8836","TRAPEPI128F4226DDD","Miossec","Regarde Un Peu La France",-12.892,166.081,4,5,1,162.32444,NA,1995,1995
"8837","TRAPESV128F92FE5E9","Don Gibson","Blue Blue Day",-12.808,108.974,1,4,1,109.71383,NA,1987,1985
"8839","TRAPFAQ128F14A050F","Jan Wayne","Groovin'",-5.418,140.045,4,0,1,230.76526,0.265861049,2003,1995
"8840","TRAPFBJ128F9308EE6","Beherit","Witchcraft",-3.798,133.954,3,1,0,192.13016,0.545230294,1990,1985
"8846","TRAPFIP128F42AC31E","Alicia Keys","If I Was Your Woman",-12.518,74.078,7,6,1,244.45342,0.623448449,2005,2005
"8850","TRAPFPH128F42269F6","Rooney","Jump In My Bed",-2.3,123.026,4,7,1,199.28771,0.425124658,2007,2005
"8851","TRAPFRM128F933A19B","Los AutÃ©nticos Decadentes","Pastas Y Vino",-8.693,117.683,5,9,1,172.09424,0.334706549,1989,1985
"8852","TRAPFXX128E0785EBA","Mariah Carey","Clown",-10.187,120.083,7,7,1,196.93669,0.564258739,2002,1995
"8853","TRAPGAG128F42ADAF7","Kane","All I Can Do",-10.262,89.975,3,3,1,220.76036,NA,2005,2005
"8855","TRAPGFN12903CB5BAC","The Plimsouls","Women",-7.167,162.907,4,4,1,192.13016,0.47309773,1981,1975
"8856","TRAPGGP128F92E83B3","Sugar Minott","Jah Jah Children",-9.11,167.947,4,7,1,185.99138,0.564757578,1977,1975
"8857","TRAPGKY128F42972A9","Alexisonfire","Mailbox Arson",-4.829,89.89,3,8,1,212.11383,NA,2005,2005
"8860","TRAPGOZ128F933A945","Jonny Lang","One Person At A Time",-6.825,111.266,4,7,1,182.80444,0.636381565,2006,2005
"8862","TRAPGPZ128E0784AB8","Ben Harper And The Blind Boys Of Alabama","Take My Hand",-9.768,164.637,4,6,0,234.65751,0.653870886,2004,1995
"8867","TRAPGYN128F92C40CC","Deitrick Haddon","Don't Take Your Spirit Away",-6.814,131.065,4,0,1,234.47465,0.561428518,2008,2005
"8868","TRAPHAH128F42677A4","Jennifer Lopez","We Gotta Talk",-3.756,132.731,4,5,1,247.77098,NA,2001,1995
"8870","TRAPHDI128F92F5EA1","Zeca Baleiro","Proibida Pra Mim (Grazon)",-11.41,66.49,4,7,1,195.00363,0.603024581,2000,1995
"8872","TRAPHFD12903CFCEA0","Shapeshifters","Chime",-7.19,131.996,4,11,0,467.43465,0.565715851,2008,2005
"8880","TRAPHZT128F147A02B","AFI","Affliction",-5.711,113.471,5,4,1,328.72444,0.836930122,2006,2005
"8882","TRAPIGH128F1469B29","Papa Wemba","Bakwetu",-10.614,92.379,3,7,1,293.53751,NA,1998,1995
"8884","TRAPIIR128F42AEE95","RUN-DMC","Miss Elaine",-4.92,124.993,4,6,1,185.23383,NA,1988,1985
"8887","TRAPIOP128F4287338","BoDeans","You Don't Get Much",-10.631,120.277,4,2,1,284.76036,0.367273416,1989,1985
"8889","TRAPISC128F14671D3","Gang Starr","Mostly Tha Voice (Explicit)",-10.112,91.399,4,2,1,218.38322,0.585116487,1994,1985
"8894","TRAPJFL128F42AA7B4","Foo Fighters","Still",-12.584,110.742,4,5,1,313.10322,0.686941709,2005,2005
"8896","TRAPJJR128F92E132D","Lightnin' Hopkins","Everyday I Have The Blues",-17.332,94.807,3,8,1,70.53016,0.375984302,1999,1995
"8897","TRAPJLL128F92EC0E1","Extrabreit","FÃ_r mich soll's rote Rosen regnen",-5.004,138.517,4,5,1,248.86812,NA,1993,1985
